Tournament,Stage,Match Type,Match Name,Map,Round Number,Eliminator Team,Eliminator,Eliminator Agent,Eliminated Team,Eliminated,Eliminated Agent,Kill Type
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,29,Mega Minors,brawk,sova,MIBR,cortezia,cypher,1v2
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,29,Mega Minors,brawk,sova,MIBR,artzin,kayo,1v2
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,3,Mega Minors,s0m,harbor,MIBR,aspas,jett,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,3,Mega Minors,s0m,harbor,MIBR,cortezia,cypher,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,4,Mega Minors,s0m,harbor,MIBR,Verno,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,4,Mega Minors,s0m,harbor,MIBR,artzin,kayo,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,4,Mega Minors,s0m,harbor,MIBR,cortezia,cypher,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,11,Mega Minors,s0m,harbor,MIBR,artzin,kayo,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,11,Mega Minors,s0m,harbor,MIBR,Verno,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,11,Mega Minors,s0m,harbor,MIBR,aspas,jett,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,24,Mega Minors,s0m,harbor,MIBR,cortezia,cypher,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,24,Mega Minors,s0m,harbor,MIBR,xenom,astra,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,24,Mega Minors,s0m,harbor,MIBR,Verno,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,1,Mega Minors,mada,yoru,MIBR,xenom,astra,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,1,Mega Minors,mada,yoru,MIBR,artzin,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,16,Mega Minors,mada,yoru,MIBR,aspas,jett,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,16,Mega Minors,mada,yoru,MIBR,cortezia,cypher,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,20,Mega Minors,mada,yoru,MIBR,cortezia,cypher,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,20,Mega Minors,mada,yoru,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,29,Mega Minors,mada,yoru,MIBR,aspas,jett,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,29,Mega Minors,mada,yoru,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,28,Mega Minors,mada,yoru,MIBR,cortezia,cypher,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,28,Mega Minors,mada,yoru,MIBR,Verno,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,28,Mega Minors,mada,yoru,MIBR,xenom,astra,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,30,Mega Minors,mada,yoru,MIBR,cortezia,cypher,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,30,Mega Minors,mada,yoru,MIBR,xenom,astra,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,30,Mega Minors,mada,yoru,MIBR,artzin,kayo,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,30,Mega Minors,mada,yoru,MIBR,artzin,kayo,1v1
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,1,Mega Minors,skuba,vyse,MIBR,cortezia,cypher,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,1,Mega Minors,skuba,vyse,MIBR,aspas,jett,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,17,Mega Minors,skuba,vyse,MIBR,artzin,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,17,Mega Minors,skuba,vyse,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,15,Mega Minors,Ethan,omen,MIBR,artzin,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,15,Mega Minors,Ethan,omen,MIBR,xenom,astra,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,16,Mega Minors,Ethan,omen,MIBR,artzin,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,16,Mega Minors,Ethan,omen,MIBR,xenom,astra,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,20,Mega Minors,Ethan,omen,MIBR,aspas,jett,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,20,Mega Minors,Ethan,omen,MIBR,xenom,astra,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,21,Mega Minors,Ethan,omen,MIBR,artzin,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,21,Mega Minors,Ethan,omen,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,25,Mega Minors,Ethan,omen,MIBR,aspas,jett,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,25,Mega Minors,Ethan,omen,MIBR,xenom,astra,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,12,MIBR,cortezia,killjoy,Mega Minors,skuba,killjoy,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,12,MIBR,cortezia,killjoy,Mega Minors,Ethan,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,17,MIBR,cortezia,killjoy,Mega Minors,s0m,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,17,MIBR,cortezia,killjoy,Mega Minors,mada,neon,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,7,MIBR,cortezia,killjoy,Mega Minors,Ethan,omen,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,7,MIBR,cortezia,killjoy,Mega Minors,skuba,killjoy,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,7,MIBR,cortezia,killjoy,Mega Minors,brawk,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,8,MIBR,artzin,viper,Mega Minors,Ethan,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,8,MIBR,artzin,viper,Mega Minors,skuba,killjoy,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,14,MIBR,artzin,viper,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,14,MIBR,artzin,viper,Mega Minors,s0m,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,2,MIBR,artzin,viper,Mega Minors,Ethan,omen,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,2,MIBR,artzin,viper,Mega Minors,mada,neon,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,2,MIBR,artzin,viper,Mega Minors,skuba,killjoy,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,10,MIBR,artzin,viper,Mega Minors,Ethan,omen,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,10,MIBR,artzin,viper,Mega Minors,brawk,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,10,MIBR,artzin,viper,Mega Minors,s0m,viper,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,5,MIBR,aspas,neon,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,5,MIBR,aspas,neon,Mega Minors,skuba,killjoy,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,9,MIBR,aspas,neon,Mega Minors,mada,neon,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,9,MIBR,aspas,neon,Mega Minors,Ethan,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,11,MIBR,aspas,neon,Mega Minors,mada,neon,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,11,MIBR,aspas,neon,Mega Minors,Ethan,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,13,MIBR,aspas,neon,Mega Minors,skuba,killjoy,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,13,MIBR,aspas,neon,Mega Minors,mada,neon,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,1,MIBR,aspas,neon,Mega Minors,brawk,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,1,MIBR,aspas,neon,Mega Minors,Ethan,omen,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,1,MIBR,aspas,neon,Mega Minors,s0m,viper,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,4,MIBR,aspas,neon,Mega Minors,mada,neon,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,4,MIBR,aspas,neon,Mega Minors,Ethan,omen,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,4,MIBR,aspas,neon,Mega Minors,brawk,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,6,MIBR,aspas,neon,Mega Minors,s0m,viper,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,6,MIBR,aspas,neon,Mega Minors,brawk,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,6,MIBR,aspas,neon,Mega Minors,skuba,killjoy,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,6,MIBR,aspas,neon,MIBR,aspas,neon,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,5,MIBR,xenom,omen,Mega Minors,Ethan,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,5,MIBR,xenom,omen,Mega Minors,mada,neon,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,8,MIBR,Verno,sova,Mega Minors,s0m,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,8,MIBR,Verno,sova,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,9,MIBR,Verno,sova,Mega Minors,s0m,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,9,MIBR,Verno,sova,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,12,MIBR,Verno,sova,Mega Minors,mada,neon,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,12,MIBR,Verno,sova,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,13,MIBR,Verno,sova,Mega Minors,s0m,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,13,MIBR,Verno,sova,Mega Minors,Ethan,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,6,Mega Minors,brawk,sova,MIBR,xenom,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,6,Mega Minors,brawk,sova,MIBR,artzin,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,15,Mega Minors,brawk,sova,MIBR,artzin,viper,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,15,Mega Minors,brawk,sova,MIBR,xenom,omen,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,15,Mega Minors,brawk,sova,MIBR,cortezia,killjoy,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,3,Mega Minors,s0m,viper,MIBR,cortezia,killjoy,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,3,Mega Minors,s0m,viper,MIBR,artzin,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,10,Mega Minors,s0m,viper,MIBR,cortezia,killjoy,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,10,Mega Minors,s0m,viper,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,12,Mega Minors,s0m,viper,MIBR,artzin,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,12,Mega Minors,s0m,viper,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,3,Mega Minors,mada,neon,MIBR,aspas,neon,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,3,Mega Minors,mada,neon,MIBR,xenom,omen,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,3,Mega Minors,mada,neon,MIBR,Verno,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,16,Mega Minors,skuba,killjoy,MIBR,aspas,neon,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,16,Mega Minors,skuba,killjoy,MIBR,artzin,viper,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,16,Mega Minors,skuba,killjoy,MIBR,Verno,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,6,Mega Minors,skuba,killjoy,MIBR,aspas,neon,1v1
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,3,MIBR,cortezia,viper,Mega Minors,mada,waylay,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,3,MIBR,cortezia,viper,Mega Minors,skuba,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,10,MIBR,cortezia,viper,Mega Minors,mada,waylay,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,10,MIBR,cortezia,viper,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,20,MIBR,cortezia,viper,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,20,MIBR,cortezia,viper,Mega Minors,mada,waylay,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,29,MIBR,cortezia,viper,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,29,MIBR,cortezia,viper,Mega Minors,mada,waylay,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,5,MIBR,artzin,kayo,Mega Minors,Ethan,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,5,MIBR,artzin,kayo,Mega Minors,skuba,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,9,MIBR,artzin,kayo,Mega Minors,Ethan,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,9,MIBR,artzin,kayo,Mega Minors,s0m,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,11,MIBR,artzin,kayo,Mega Minors,s0m,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,11,MIBR,artzin,kayo,Mega Minors,mada,waylay,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,23,MIBR,artzin,kayo,Mega Minors,mada,waylay,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,23,MIBR,artzin,kayo,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,26,MIBR,artzin,kayo,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,26,MIBR,artzin,kayo,Mega Minors,Ethan,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,2,MIBR,aspas,waylay,Mega Minors,mada,waylay,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,2,MIBR,aspas,waylay,Mega Minors,skuba,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,5,MIBR,aspas,waylay,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,5,MIBR,aspas,waylay,Mega Minors,s0m,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,13,MIBR,aspas,waylay,Mega Minors,s0m,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,13,MIBR,aspas,waylay,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,21,MIBR,aspas,waylay,Mega Minors,s0m,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,21,MIBR,aspas,waylay,Mega Minors,Ethan,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,26,MIBR,aspas,waylay,Mega Minors,skuba,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,26,MIBR,aspas,waylay,Mega Minors,s0m,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,1,MIBR,aspas,waylay,Mega Minors,mada,waylay,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,1,MIBR,aspas,waylay,Mega Minors,Ethan,kayo,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,1,MIBR,aspas,waylay,Mega Minors,skuba,viper,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,28,MIBR,aspas,waylay,Mega Minors,mada,waylay,5k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,28,MIBR,aspas,waylay,Mega Minors,s0m,omen,5k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,28,MIBR,aspas,waylay,Mega Minors,skuba,viper,5k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,28,MIBR,aspas,waylay,Mega Minors,brawk,sova,5k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,28,MIBR,aspas,waylay,Mega Minors,Ethan,kayo,5k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,4,MIBR,xenom,omen,Mega Minors,Ethan,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,4,MIBR,xenom,omen,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,14,MIBR,xenom,omen,Mega Minors,skuba,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,14,MIBR,xenom,omen,Mega Minors,mada,waylay,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,20,MIBR,xenom,omen,Mega Minors,s0m,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,20,MIBR,xenom,omen,Mega Minors,Ethan,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,25,MIBR,xenom,omen,Mega Minors,s0m,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,25,MIBR,xenom,omen,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,6,MIBR,Verno,sova,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,6,MIBR,Verno,sova,Mega Minors,Ethan,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,11,MIBR,Verno,sova,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,11,MIBR,Verno,sova,Mega Minors,skuba,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,23,MIBR,Verno,sova,Mega Minors,Ethan,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,23,MIBR,Verno,sova,Mega Minors,s0m,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,22,MIBR,Verno,sova,Mega Minors,Ethan,kayo,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,22,MIBR,Verno,sova,Mega Minors,skuba,viper,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,22,MIBR,Verno,sova,Mega Minors,s0m,omen,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,24,MIBR,Verno,sova,Mega Minors,s0m,omen,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,24,MIBR,Verno,sova,Mega Minors,brawk,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,24,MIBR,Verno,sova,Mega Minors,skuba,viper,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,22,MIBR,Verno,sova,Mega Minors,brawk,sova,1v1
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,14,Mega Minors,brawk,sova,MIBR,xenom,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,14,Mega Minors,brawk,sova,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,14,Mega Minors,brawk,sova,Mega Minors,brawk,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,16,Mega Minors,brawk,sova,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,16,Mega Minors,brawk,sova,MIBR,aspas,waylay,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,17,Mega Minors,brawk,sova,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,17,Mega Minors,brawk,sova,MIBR,xenom,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,18,Mega Minors,brawk,sova,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,18,Mega Minors,brawk,sova,MIBR,artzin,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,22,Mega Minors,brawk,sova,MIBR,cortezia,viper,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,22,Mega Minors,brawk,sova,MIBR,artzin,kayo,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,22,Mega Minors,brawk,sova,MIBR,aspas,waylay,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,14,Mega Minors,brawk,sova,MIBR,Verno,sova,1v1
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,3,Mega Minors,s0m,omen,MIBR,artzin,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,3,Mega Minors,s0m,omen,MIBR,aspas,waylay,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,27,Mega Minors,s0m,omen,MIBR,artzin,kayo,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,27,Mega Minors,s0m,omen,MIBR,cortezia,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,29,Mega Minors,s0m,omen,MIBR,xenom,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,29,Mega Minors,s0m,omen,MIBR,cortezia,viper,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,14,Mega Minors,s0m,omen,MIBR,aspas,waylay,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,14,Mega Minors,s0m,omen,MIBR,artzin,kayo,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,14,Mega Minors,s0m,omen,MIBR,cortezia,viper,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,29,Mega Minors,s0m,omen,MIBR,cortezia,viper,1v2
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,29,Mega Minors,s0m,omen,MIBR,xenom,omen,1v2
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,6,Mega Minors,mada,waylay,MIBR,xenom,omen,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,6,Mega Minors,mada,waylay,MIBR,Verno,sova,2k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,8,Mega Minors,mada,waylay,MIBR,Verno,sova,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,8,Mega Minors,mada,waylay,MIBR,xenom,omen,3k
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,8,Mega Minors,mada,waylay,MIBR,cortezia,viper,3k
