Tournament,Stage,Match Type,Match Name,Map,Round Number,Eliminator Team,Eliminator,Eliminator Agent,Eliminated Team,Eliminated,Eliminated Agent,Kill Type
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,12,FUT Esports,yetujey,cypher,Team Liquid,kamyk,sage,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,12,FUT Esports,yetujey,cypher,Team Liquid,kamo,gekko,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,2,FUT Esports,yetujey,cypher,Team Liquid,kamyk,sage,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,2,FUT Esports,yetujey,cypher,Team Liquid,nAts,cypher,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,2,FUT Esports,yetujey,cypher,Team Liquid,kamo,gekko,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,FUT Esports,yetujey,cypher,Team Liquid,paTiTek,breach,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,FUT Esports,yetujey,cypher,Team Liquid,nAts,cypher,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,FUT Esports,yetujey,cypher,Team Liquid,kamyk,sage,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,2,FUT Esports,yetujey,cypher,Team Liquid,nAts,cypher,1v3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,2,FUT Esports,yetujey,cypher,Team Liquid,kamyk,sage,1v3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,2,FUT Esports,yetujey,cypher,Team Liquid,kamo,gekko,1v3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,FUT Esports,yetujey,cypher,Team Liquid,paTiTek,breach,1v3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,FUT Esports,yetujey,cypher,Team Liquid,nAts,cypher,1v3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,FUT Esports,yetujey,cypher,Team Liquid,kamyk,sage,1v3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,3,FUT Esports,xeus,raze,Team Liquid,kamyk,sage,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,3,FUT Esports,xeus,raze,Team Liquid,nAts,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,8,FUT Esports,xeus,raze,Team Liquid,keiko,brimstone,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,8,FUT Esports,xeus,raze,Team Liquid,kamo,gekko,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,19,Team Liquid,paTiTek,breach,FUT Esports,yetujey,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,19,Team Liquid,paTiTek,breach,FUT Esports,qRaxs,kayo,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,Team Liquid,paTiTek,breach,FUT Esports,AtaKaptan,astra,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,Team Liquid,paTiTek,breach,FUT Esports,qRaxs,kayo,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,Team Liquid,paTiTek,breach,FUT Esports,MrFaliN,breach,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,Team Liquid,nAts,cypher,FUT Esports,xeus,raze,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,Team Liquid,nAts,cypher,FUT Esports,yetujey,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,Team Liquid,nAts,cypher,Team Liquid,nAts,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,7,Team Liquid,nAts,cypher,FUT Esports,MrFaliN,breach,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,7,Team Liquid,nAts,cypher,FUT Esports,yetujey,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,7,Team Liquid,nAts,cypher,FUT Esports,MrFaliN,breach,1v2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,7,Team Liquid,nAts,cypher,FUT Esports,yetujey,cypher,1v2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,1,Team Liquid,kamyk,sage,FUT Esports,MrFaliN,breach,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,1,Team Liquid,kamyk,sage,FUT Esports,xeus,raze,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,2,Team Liquid,kamyk,sage,FUT Esports,MrFaliN,breach,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,2,Team Liquid,kamyk,sage,FUT Esports,qRaxs,kayo,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,6,Team Liquid,kamyk,sage,FUT Esports,MrFaliN,breach,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,6,Team Liquid,kamyk,sage,FUT Esports,xeus,raze,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,11,Team Liquid,kamyk,sage,FUT Esports,AtaKaptan,astra,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,11,Team Liquid,kamyk,sage,FUT Esports,yetujey,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,16,Team Liquid,kamyk,sage,FUT Esports,AtaKaptan,astra,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,16,Team Liquid,kamyk,sage,FUT Esports,qRaxs,kayo,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,16,Team Liquid,kamyk,sage,FUT Esports,xeus,raze,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,18,Team Liquid,keiko,brimstone,FUT Esports,AtaKaptan,astra,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,18,Team Liquid,keiko,brimstone,FUT Esports,xeus,raze,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,18,Team Liquid,keiko,brimstone,FUT Esports,xeus,raze,1v2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,18,Team Liquid,keiko,brimstone,FUT Esports,AtaKaptan,astra,1v2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,6,Team Liquid,kamo,gekko,FUT Esports,yetujey,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,6,Team Liquid,kamo,gekko,FUT Esports,qRaxs,kayo,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,10,Team Liquid,kamo,gekko,FUT Esports,MrFaliN,breach,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,10,Team Liquid,kamo,gekko,FUT Esports,xeus,raze,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,12,Team Liquid,kamo,gekko,FUT Esports,qRaxs,kayo,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,12,Team Liquid,kamo,gekko,FUT Esports,MrFaliN,breach,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,15,Team Liquid,kamo,gekko,FUT Esports,xeus,raze,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,15,Team Liquid,kamo,gekko,FUT Esports,yetujey,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,13,Team Liquid,kamo,gekko,FUT Esports,yetujey,cypher,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,13,Team Liquid,kamo,gekko,FUT Esports,MrFaliN,breach,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,13,Team Liquid,kamo,gekko,FUT Esports,qRaxs,kayo,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,7,Team Heretics,Boo,kayo,Gentle Mates,Kada,astra,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,7,Team Heretics,Boo,kayo,Gentle Mates,RobbieBk,sova,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,8,Team Heretics,Boo,kayo,Gentle Mates,RobbieBk,sova,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,8,Team Heretics,Boo,kayo,Gentle Mates,Kada,astra,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,17,Team Heretics,Boo,kayo,Gentle Mates,Click,jett,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,17,Team Heretics,Boo,kayo,Gentle Mates,Zyppan,omen,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,1,Team Heretics,RieNs,sova,Gentle Mates,Zyppan,omen,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,1,Team Heretics,RieNs,sova,Gentle Mates,Minny,yoru,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Team Heretics,RieNs,sova,Gentle Mates,Minny,yoru,4k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Team Heretics,RieNs,sova,Gentle Mates,Kada,astra,4k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Team Heretics,RieNs,sova,Gentle Mates,RobbieBk,sova,4k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Team Heretics,RieNs,sova,Gentle Mates,Click,jett,4k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Team Heretics,RieNs,sova,Gentle Mates,Kada,astra,1v4
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Team Heretics,RieNs,sova,Gentle Mates,Click,jett,1v4
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Team Heretics,RieNs,sova,Gentle Mates,Minny,yoru,1v4
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Team Heretics,RieNs,sova,Gentle Mates,RobbieBk,sova,1v4
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,15,Team Heretics,Wo0t,astra,Gentle Mates,Minny,yoru,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,15,Team Heretics,Wo0t,astra,Gentle Mates,Click,jett,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,15,Team Heretics,Wo0t,astra,Gentle Mates,Kada,astra,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,15,Team Heretics,benjyfishy,cypher,Gentle Mates,Zyppan,omen,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,15,Team Heretics,benjyfishy,cypher,Gentle Mates,RobbieBk,sova,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,1,Gentle Mates,Zyppan,omen,Team Heretics,benjyfishy,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,1,Gentle Mates,Zyppan,omen,Team Heretics,Wo0t,astra,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,5,Gentle Mates,Zyppan,omen,Team Heretics,Wo0t,astra,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,5,Gentle Mates,Zyppan,omen,Team Heretics,Boo,kayo,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,2,Gentle Mates,Zyppan,omen,Team Heretics,Boo,kayo,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,2,Gentle Mates,Zyppan,omen,Team Heretics,RieNs,sova,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,2,Gentle Mates,Zyppan,omen,Team Heretics,Wo0t,astra,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,9,Gentle Mates,RobbieBk,sova,Team Heretics,Boo,kayo,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,9,Gentle Mates,RobbieBk,sova,Team Heretics,benjyfishy,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,13,Gentle Mates,RobbieBk,sova,Team Heretics,MiniBoo,jett,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,13,Gentle Mates,RobbieBk,sova,Team Heretics,benjyfishy,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,5,Gentle Mates,Click,jett,Team Heretics,MiniBoo,jett,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,5,Gentle Mates,Click,jett,Team Heretics,benjyfishy,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,11,Gentle Mates,Click,jett,Team Heretics,RieNs,sova,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,11,Gentle Mates,Click,jett,Team Heretics,Wo0t,astra,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,13,Gentle Mates,Click,jett,Team Heretics,Wo0t,astra,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,13,Gentle Mates,Click,jett,Team Heretics,Boo,kayo,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,14,Gentle Mates,Click,jett,Team Heretics,MiniBoo,jett,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,14,Gentle Mates,Click,jett,Team Heretics,benjyfishy,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,16,Gentle Mates,Click,jett,Team Heretics,MiniBoo,jett,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,16,Gentle Mates,Click,jett,Team Heretics,RieNs,sova,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,16,Gentle Mates,Click,jett,Team Heretics,Wo0t,astra,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,4,Gentle Mates,Kada,astra,Team Heretics,Wo0t,astra,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,4,Gentle Mates,Kada,astra,Team Heretics,Boo,kayo,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,10,Gentle Mates,Kada,astra,Team Heretics,MiniBoo,jett,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,10,Gentle Mates,Kada,astra,Team Heretics,RieNs,sova,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,3,Gentle Mates,Kada,astra,Team Heretics,benjyfishy,cypher,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,3,Gentle Mates,Kada,astra,Team Heretics,Wo0t,astra,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,3,Gentle Mates,Kada,astra,Team Heretics,Boo,kayo,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,6,Gentle Mates,Minny,yoru,Team Heretics,MiniBoo,jett,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,6,Gentle Mates,Minny,yoru,Team Heretics,Boo,kayo,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,9,Gentle Mates,Minny,yoru,Team Heretics,RieNs,sova,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,9,Gentle Mates,Minny,yoru,Team Heretics,Wo0t,astra,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,11,Gentle Mates,Minny,yoru,Team Heretics,benjyfishy,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,11,Gentle Mates,Minny,yoru,Team Heretics,MiniBoo,jett,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,4,Gentle Mates,Minny,yoru,Team Heretics,benjyfishy,cypher,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,4,Gentle Mates,Minny,yoru,Team Heretics,MiniBoo,jett,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,4,Gentle Mates,Minny,yoru,Team Heretics,RieNs,sova,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Gentle Mates,Minny,yoru,Team Heretics,Boo,kayo,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Gentle Mates,Minny,yoru,Team Heretics,Wo0t,astra,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,12,Gentle Mates,Minny,yoru,Team Heretics,MiniBoo,jett,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,17,Gentle Mates,Minny,yoru,Team Heretics,Wo0t,astra,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,17,Gentle Mates,Minny,yoru,Team Heretics,Boo,kayo,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,17,Gentle Mates,Minny,yoru,Team Heretics,RieNs,sova,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,9,Team Heretics,Boo,astra,Gentle Mates,Kada,cypher,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,9,Team Heretics,Boo,astra,Gentle Mates,Minny,breach,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,4,Team Heretics,RieNs,skye,Gentle Mates,Click,raze,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,4,Team Heretics,RieNs,skye,Gentle Mates,Minny,breach,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,8,Team Heretics,RieNs,skye,Gentle Mates,RobbieBk,fade,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,8,Team Heretics,RieNs,skye,Gentle Mates,Minny,breach,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,13,Team Heretics,RieNs,skye,Gentle Mates,RobbieBk,fade,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,13,Team Heretics,RieNs,skye,Gentle Mates,Click,raze,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,13,Team Heretics,RieNs,skye,Team Heretics,RieNs,skye,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,10,Team Heretics,RieNs,skye,Gentle Mates,Minny,breach,1v1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,7,Team Heretics,MiniBoo,raze,Gentle Mates,Minny,breach,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,7,Team Heretics,MiniBoo,raze,Gentle Mates,Click,raze,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,1,Team Heretics,MiniBoo,raze,Gentle Mates,Minny,breach,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,1,Team Heretics,MiniBoo,raze,Gentle Mates,RobbieBk,fade,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,1,Team Heretics,MiniBoo,raze,Gentle Mates,Click,raze,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,3,Team Heretics,MiniBoo,raze,Gentle Mates,Minny,breach,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,3,Team Heretics,MiniBoo,raze,Gentle Mates,Click,raze,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,3,Team Heretics,MiniBoo,raze,Gentle Mates,RobbieBk,fade,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,10,Team Heretics,MiniBoo,raze,Gentle Mates,Click,raze,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,10,Team Heretics,MiniBoo,raze,Gentle Mates,Kada,cypher,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,10,Team Heretics,MiniBoo,raze,Gentle Mates,RobbieBk,fade,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,16,Team Heretics,MiniBoo,raze,Gentle Mates,Kada,cypher,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,16,Team Heretics,MiniBoo,raze,Gentle Mates,Zyppan,brimstone,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,16,Team Heretics,MiniBoo,raze,Gentle Mates,Minny,breach,3k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,4,Team Heretics,Wo0t,tejo,Gentle Mates,RobbieBk,fade,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,4,Team Heretics,Wo0t,tejo,Gentle Mates,Zyppan,brimstone,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,7,Team Heretics,Wo0t,tejo,Gentle Mates,RobbieBk,fade,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,7,Team Heretics,Wo0t,tejo,Gentle Mates,Zyppan,brimstone,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,9,Team Heretics,Wo0t,tejo,Gentle Mates,Click,raze,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,9,Team Heretics,Wo0t,tejo,Gentle Mates,Zyppan,brimstone,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,11,Team Heretics,Wo0t,tejo,Gentle Mates,RobbieBk,fade,2k
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,11,Team Heretics,Wo0t,tejo,Gentle Mates,Minny,breach,2k
