Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Method,Outcome
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,10,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,11,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,11,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,12,100 Thieves,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,12,LOUD,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,13,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,13,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,14,LOUD,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,14,100 Thieves,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,15,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,15,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,16,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,16,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,17,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,17,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,18,100 Thieves,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,18,LOUD,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,19,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,19,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,20,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,20,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,21,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,21,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,1,2Game Esports,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,1,KRÜ Esports,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,2,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,2,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,3,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,3,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,4,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,4,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,5,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,5,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,6,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,6,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,7,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,7,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,8,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,8,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,9,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,9,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,10,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,10,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,11,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,11,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,12,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,12,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,13,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,13,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,14,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,14,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,15,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,15,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,16,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,16,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,17,2Game Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,17,KRÜ Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,18,2Game Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,18,KRÜ Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,19,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,19,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,1,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,1,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,2,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,2,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,3,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,3,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,4,2Game Esports,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,4,KRÜ Esports,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,5,2Game Esports,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,5,KRÜ Esports,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,6,KRÜ Esports,Time Expiry (No Plant),Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,6,2Game Esports,Time Expiry (Failed to Plant),Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,7,2Game Esports,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,7,KRÜ Esports,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,8,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,8,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,9,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,9,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,10,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,10,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,11,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,11,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,12,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,12,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,13,2Game Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,13,KRÜ Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,14,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,14,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,15,2Game Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,15,KRÜ Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,16,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,16,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,17,2Game Esports,Time Expiry (No Plant),Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,17,KRÜ Esports,Time Expiry (Failed to Plant),Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,18,2Game Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,18,KRÜ Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,19,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,19,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,1,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,1,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,2,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,2,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,3,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,3,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,4,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,4,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,5,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,5,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,6,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,6,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,7,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,7,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,8,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,8,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,9,KRÜ Esports,Time Expiry (No Plant),Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,9,2Game Esports,Time Expiry (Failed to Plant),Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,10,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,10,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,11,KRÜ Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,11,2Game Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,12,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,12,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,13,2Game Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,13,KRÜ Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,14,2Game Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,14,KRÜ Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,15,2Game Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,15,KRÜ Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,16,2Game Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,16,KRÜ Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,17,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,17,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,18,2Game Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,18,KRÜ Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,19,KRÜ Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,19,2Game Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,1,G2 Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,1,Mega Minors,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,2,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,2,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,3,G2 Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,3,Mega Minors,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,4,G2 Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,4,Mega Minors,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,5,G2 Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,5,Mega Minors,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,6,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,6,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,7,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,7,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,8,Mega Minors,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,8,G2 Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,9,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,9,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,10,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,10,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,11,G2 Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,11,Mega Minors,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,12,G2 Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,12,Mega Minors,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,13,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,13,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,14,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,14,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,1,Mega Minors,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,1,G2 Esports,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,2,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,2,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,3,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,3,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,4,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,4,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,5,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,5,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,6,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,6,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,7,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,7,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,8,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,8,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,9,G2 Esports,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,9,Mega Minors,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,10,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,10,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,11,Mega Minors,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,11,G2 Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,12,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,12,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,13,G2 Esports,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,13,Mega Minors,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,14,G2 Esports,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,14,Mega Minors,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,15,Mega Minors,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,15,G2 Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,16,Mega Minors,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,16,G2 Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,17,Mega Minors,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,17,G2 Esports,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,18,Mega Minors,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,18,G2 Esports,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,19,G2 Esports,Time Expiry (No Plant),Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,19,Mega Minors,Time Expiry (Failed to Plant),Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,Ascent,1,LEVIATÁN,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,Ascent,1,FURIA,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,Ascent,2,LEVIATÁN,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,Ascent,2,FURIA,Eliminated,Loss
