Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Method,Outcome
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,18,LEVIATÁN,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,18,Cloud9,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,19,LEVIATÁN,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,19,Cloud9,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,20,LEVIATÁN,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,20,Cloud9,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,21,Cloud9,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,21,LEVIATÁN,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,1,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,1,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,2,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,2,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,3,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,3,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,4,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,4,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,5,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,5,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,6,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,6,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,7,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,7,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,8,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,8,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,9,LEVIATÁN,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,9,Cloud9,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,10,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,10,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,11,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,11,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,12,Cloud9,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,12,LEVIATÁN,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,13,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,13,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,14,LEVIATÁN,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,14,Cloud9,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,15,LEVIATÁN,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,15,Cloud9,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,16,Cloud9,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,16,LEVIATÁN,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,1,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,1,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,2,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,2,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,3,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,3,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,4,Evil Geniuses,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,4,Sentinels,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,5,Sentinels,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,5,Evil Geniuses,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,6,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,6,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,7,Sentinels,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,7,Evil Geniuses,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,8,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,8,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,9,Evil Geniuses,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,9,Sentinels,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,10,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,10,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,11,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,11,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,12,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,12,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,13,Evil Geniuses,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,13,Sentinels,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,14,Evil Geniuses,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,14,Sentinels,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,15,Sentinels,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,15,Evil Geniuses,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,16,Sentinels,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,16,Evil Geniuses,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,17,Sentinels,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,17,Evil Geniuses,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,1,Sentinels,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,1,Evil Geniuses,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,2,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,2,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,3,Evil Geniuses,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,3,Sentinels,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,4,Sentinels,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,4,Evil Geniuses,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,5,Evil Geniuses,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,5,Sentinels,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,6,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,6,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,7,Sentinels,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,7,Evil Geniuses,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,8,Evil Geniuses,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,8,Sentinels,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,9,Evil Geniuses,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,9,Sentinels,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,10,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,10,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,11,Sentinels,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,11,Evil Geniuses,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,12,Evil Geniuses,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,12,Sentinels,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,13,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,13,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,14,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,14,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,15,Evil Geniuses,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,15,Sentinels,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,16,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,16,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,17,Sentinels,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,17,Evil Geniuses,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,18,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,18,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,19,Sentinels,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,19,Evil Geniuses,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,1,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,1,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,2,LOUD,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,2,100 Thieves,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,3,LOUD,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,3,100 Thieves,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,4,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,4,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,5,LOUD,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,5,100 Thieves,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,6,100 Thieves,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,6,LOUD,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,7,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,7,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,8,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,8,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,9,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,9,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,10,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,10,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,11,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,11,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,12,100 Thieves,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,12,LOUD,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,13,LOUD,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,13,100 Thieves,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,14,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,14,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,15,LOUD,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,15,100 Thieves,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,16,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,16,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,17,100 Thieves,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,17,LOUD,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,18,100 Thieves,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,18,LOUD,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,19,LOUD,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,19,100 Thieves,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,1,100 Thieves,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,1,LOUD,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,2,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,2,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,3,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,3,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,4,LOUD,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,4,100 Thieves,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,5,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,5,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,6,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,6,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,7,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,7,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,8,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,8,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,9,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,9,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,10,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,10,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,11,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,11,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,12,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,12,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,13,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,13,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,14,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,14,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,15,LOUD,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,15,100 Thieves,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,16,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,16,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,17,100 Thieves,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,17,LOUD,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,18,100 Thieves,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,18,LOUD,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,19,100 Thieves,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,19,LOUD,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,20,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,20,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,21,LOUD,Time Expiry (No Plant),Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,21,100 Thieves,Time Expiry (Failed to Plant),Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,22,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,22,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,23,100 Thieves,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,23,LOUD,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,24,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,24,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,1,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,1,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,2,LOUD,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,2,100 Thieves,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,3,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,3,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,4,LOUD,Detonated,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,4,100 Thieves,Failed Defused,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,5,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,5,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,6,100 Thieves,Defused,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,6,LOUD,Detonated Denied,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,7,100 Thieves,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,7,LOUD,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,8,LOUD,Elimination,Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,8,100 Thieves,Eliminated,Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,9,100 Thieves,Time Expiry (No Plant),Win
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,9,LOUD,Time Expiry (Failed to Plant),Loss
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,10,100 Thieves,Elimination,Win
