Tournament,Stage,Match Type,Match Name,Map,Player Team,Player,Enemy Team,Enemy,Player Kills,Enemy Kills,Difference,Kill Type
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Francis,BOOM Esports,dos9,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Francis,BOOM Esports,BerserX,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Francis,BOOM Esports,Famouz,2,1,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Francis,BOOM Esports,Shiro,0,2,-2,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Francis,BOOM Esports,NcSlasher,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Ivy,BOOM Esports,dos9,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Ivy,BOOM Esports,BerserX,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Ivy,BOOM Esports,Famouz,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Ivy,BOOM Esports,Shiro,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Ivy,BOOM Esports,NcSlasher,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Dambi,BOOM Esports,dos9,0,2,-2,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Dambi,BOOM Esports,BerserX,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Dambi,BOOM Esports,Famouz,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Dambi,BOOM Esports,Shiro,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Dambi,BOOM Esports,NcSlasher,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,margaret,BOOM Esports,dos9,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,margaret,BOOM Esports,BerserX,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,margaret,BOOM Esports,Famouz,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,margaret,BOOM Esports,Shiro,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,margaret,BOOM Esports,NcSlasher,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Persia,BOOM Esports,dos9,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Persia,BOOM Esports,BerserX,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Persia,BOOM Esports,Famouz,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Persia,BOOM Esports,Shiro,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Persia,BOOM Esports,NcSlasher,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Francis,BOOM Esports,dos9,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Francis,BOOM Esports,BerserX,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Francis,BOOM Esports,Famouz,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Francis,BOOM Esports,Shiro,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Francis,BOOM Esports,NcSlasher,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Ivy,BOOM Esports,dos9,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Ivy,BOOM Esports,BerserX,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Ivy,BOOM Esports,Famouz,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Ivy,BOOM Esports,Shiro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Ivy,BOOM Esports,NcSlasher,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Dambi,BOOM Esports,dos9,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Dambi,BOOM Esports,BerserX,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Dambi,BOOM Esports,Famouz,1,0,1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Dambi,BOOM Esports,Shiro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,Dambi,BOOM Esports,NcSlasher,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,margaret,BOOM Esports,dos9,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,margaret,BOOM Esports,BerserX,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,margaret,BOOM Esports,Famouz,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,margaret,BOOM Esports,Shiro,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,margaret,BOOM Esports,NcSlasher,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,dos9,6,1,5,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,BerserX,3,6,-3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,Famouz,3,5,-2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,Shiro,2,1,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,NcSlasher,0,1,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,dos9,4,1,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,BerserX,6,4,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,Famouz,4,4,0,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,Shiro,2,1,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,NcSlasher,5,2,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,dos9,2,3,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,BerserX,0,3,-3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,Famouz,5,2,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,Shiro,6,3,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,NcSlasher,4,3,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,dos9,4,2,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,BerserX,1,4,-3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,Famouz,2,3,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,Shiro,3,6,-3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,NcSlasher,5,3,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,dos9,1,2,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,BerserX,4,0,4,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,Famouz,5,2,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,Shiro,3,5,-2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,NcSlasher,3,4,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,dos9,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,BerserX,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,Famouz,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,Shiro,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,NcSlasher,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,dos9,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,BerserX,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,Famouz,0,2,-2,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,Shiro,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,NcSlasher,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,dos9,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,BerserX,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,Famouz,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,Shiro,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,NcSlasher,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,dos9,1,2,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,BerserX,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,Famouz,1,1,0,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,Shiro,1,2,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,NcSlasher,4,0,4,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,dos9,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,BerserX,2,0,2,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,Famouz,1,2,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,Shiro,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,NcSlasher,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,dos9,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,BerserX,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,Famouz,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,Shiro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Persia,BOOM Esports,NcSlasher,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,dos9,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,BerserX,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,Famouz,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,Shiro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Francis,BOOM Esports,NcSlasher,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,dos9,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,BerserX,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,Famouz,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,Shiro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Ivy,BOOM Esports,NcSlasher,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,dos9,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,BerserX,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,Famouz,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,Shiro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,Dambi,BOOM Esports,NcSlasher,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,dos9,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,BerserX,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,Famouz,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,Shiro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,margaret,BOOM Esports,NcSlasher,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,SugarZ3ro,6,5,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,Dep,6,7,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,CLZ,8,0,8,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,SyouTa,5,3,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,Xdll,8,6,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,SugarZ3ro,6,3,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,Dep,7,6,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,CLZ,6,2,4,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,SyouTa,8,5,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,Xdll,7,3,4,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,SugarZ3ro,7,5,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,Dep,12,5,7,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,CLZ,5,2,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,SyouTa,7,8,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,Xdll,8,6,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,SugarZ3ro,4,2,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,Dep,3,6,-3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,CLZ,4,5,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,SyouTa,5,4,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,Xdll,7,5,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,SugarZ3ro,11,6,5,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,Dep,3,7,-4,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,CLZ,9,3,6,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,SyouTa,9,6,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,Xdll,4,2,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,SugarZ3ro,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,Dep,1,2,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,CLZ,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,SyouTa,1,1,0,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,Xdll,0,2,-2,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,SugarZ3ro,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,Dep,1,0,1,First Kills
