Tournament,Stage,Match Type,Match Name,Map,Player Team,Player,Enemy Team,Enemy,Player Kills,Enemy Kills,Difference,Kill Type
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,NoMan,4,3,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,happywei,3,3,0,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,Viva,5,1,4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,coconut,4,2,2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,Rarga,3,2,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,NoMan,2,2,0,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,happywei,5,1,4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,Viva,3,1,2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,coconut,6,2,4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,Rarga,7,6,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,NoMan,2,5,-3,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,happywei,4,3,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,Viva,4,3,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,coconut,2,1,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,Rarga,3,1,2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,PatMen,Xi Lai Gaming,NoMan,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,PatMen,Xi Lai Gaming,happywei,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,PatMen,Xi Lai Gaming,Viva,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,PatMen,Xi Lai Gaming,coconut,1,0,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,PatMen,Xi Lai Gaming,Rarga,1,0,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,d4v41,Xi Lai Gaming,NoMan,0,1,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,d4v41,Xi Lai Gaming,happywei,1,0,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,d4v41,Xi Lai Gaming,Viva,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,d4v41,Xi Lai Gaming,coconut,0,1,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,d4v41,Xi Lai Gaming,Rarga,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,NoMan,2,0,2,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,happywei,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,Viva,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,coconut,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,Rarga,0,1,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,NoMan,1,1,0,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,happywei,2,0,2,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,Viva,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,coconut,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,Rarga,1,1,0,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,NoMan,0,1,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,happywei,1,2,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,Viva,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,coconut,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,Rarga,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,PatMen,Xi Lai Gaming,NoMan,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,PatMen,Xi Lai Gaming,happywei,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,PatMen,Xi Lai Gaming,Viva,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,PatMen,Xi Lai Gaming,coconut,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,PatMen,Xi Lai Gaming,Rarga,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,d4v41,Xi Lai Gaming,NoMan,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,d4v41,Xi Lai Gaming,happywei,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,d4v41,Xi Lai Gaming,Viva,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,d4v41,Xi Lai Gaming,coconut,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,d4v41,Xi Lai Gaming,Rarga,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,NoMan,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,happywei,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,Viva,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,coconut,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,something,Xi Lai Gaming,Rarga,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,NoMan,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,happywei,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,Viva,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,coconut,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,f0rsakeN,Xi Lai Gaming,Rarga,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,NoMan,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,happywei,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,Viva,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,coconut,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,Jinggg,Xi Lai Gaming,Rarga,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,bang,6,8,-2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,zekken,8,13,-5,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,johnqt,7,8,-1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,Zellsis,6,6,0,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,N4RRATE,9,7,2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,bang,7,6,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,zekken,5,7,-2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,johnqt,9,11,-2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,Zellsis,13,6,7,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,N4RRATE,3,7,-4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,bang,9,9,0,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,zekken,11,11,0,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,johnqt,5,9,-4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,Zellsis,7,6,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,N4RRATE,11,5,6,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,bang,14,2,12,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,zekken,14,11,3,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,johnqt,8,7,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,Zellsis,7,3,4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,N4RRATE,8,13,-5,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,bang,3,4,-1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,zekken,8,4,4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,johnqt,6,11,-5,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,Zellsis,6,7,-1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,N4RRATE,9,6,3,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,bang,1,1,0,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,zekken,5,2,3,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,johnqt,0,1,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,Zellsis,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,N4RRATE,1,1,0,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,bang,1,0,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,zekken,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,johnqt,1,0,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,Zellsis,0,3,-3,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,N4RRATE,1,1,0,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,bang,2,2,0,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,zekken,4,3,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,johnqt,2,2,0,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,Zellsis,2,1,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,N4RRATE,3,1,2,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,bang,1,0,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,zekken,4,3,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,johnqt,0,1,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,Zellsis,1,0,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,N4RRATE,0,1,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,bang,1,1,0,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,zekken,0,2,-2,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,johnqt,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,Zellsis,0,2,-2,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,N4RRATE,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,bang,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,zekken,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,johnqt,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,Zellsis,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,grubinho,Sentinels,N4RRATE,1,0,1,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,bang,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,zekken,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,johnqt,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,Zellsis,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,westside,Sentinels,N4RRATE,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,bang,1,0,1,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,zekken,2,0,2,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,johnqt,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,Zellsis,2,0,2,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,ara,Sentinels,N4RRATE,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,bang,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,zekken,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,johnqt,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,Zellsis,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Cloud,Sentinels,N4RRATE,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,bang,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,zekken,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,johnqt,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,Zellsis,0,1,-1,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,All Maps,GIANTX,Flickless,Sentinels,N4RRATE,,,,Op Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,grubinho,Sentinels,bang,1,4,-3,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,grubinho,Sentinels,zekken,3,7,-4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,grubinho,Sentinels,johnqt,1,0,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,grubinho,Sentinels,Zellsis,1,4,-3,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,grubinho,Sentinels,N4RRATE,2,1,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,westside,Sentinels,bang,2,3,-1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,westside,Sentinels,zekken,2,5,-3,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,westside,Sentinels,johnqt,1,3,-2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,westside,Sentinels,Zellsis,4,0,4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,westside,Sentinels,N4RRATE,1,5,-4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,ara,Sentinels,bang,3,3,0,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,ara,Sentinels,zekken,3,3,0,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,ara,Sentinels,johnqt,1,5,-4,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,ara,Sentinels,Zellsis,1,1,0,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,ara,Sentinels,N4RRATE,2,0,2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Cloud,Sentinels,bang,1,2,-1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Cloud,Sentinels,zekken,4,3,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Cloud,Sentinels,johnqt,3,2,1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Cloud,Sentinels,Zellsis,1,1,0,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Cloud,Sentinels,N4RRATE,0,6,-6,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Flickless,Sentinels,bang,1,2,-1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Flickless,Sentinels,zekken,1,2,-1,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Flickless,Sentinels,johnqt,1,3,-2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Flickless,Sentinels,Zellsis,1,3,-2,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Flickless,Sentinels,N4RRATE,3,3,0,All Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,grubinho,Sentinels,bang,0,1,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,grubinho,Sentinels,zekken,2,1,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,grubinho,Sentinels,johnqt,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,grubinho,Sentinels,Zellsis,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,grubinho,Sentinels,N4RRATE,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,westside,Sentinels,bang,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,westside,Sentinels,zekken,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,westside,Sentinels,johnqt,1,0,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,westside,Sentinels,Zellsis,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,westside,Sentinels,N4RRATE,1,0,1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,ara,Sentinels,bang,0,1,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,ara,Sentinels,zekken,1,1,0,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,ara,Sentinels,johnqt,0,1,-1,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,ara,Sentinels,Zellsis,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,ara,Sentinels,N4RRATE,,,,First Kills
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,Cloud,Sentinels,bang,1,0,1,First Kills
